RoundID,RoundNumber,RoundTime,ATK_wealth,DEF_wealth,ATK_alive,DEF_alive,DEF_has_OP,Def_has_Odin,RegularTime,SpikeTime,MapName,MatchID,SeriesID,bestOF,FinalWinner
401999,1,0,300.0,300.0,5,5,0,0,0,0,Split,12731,502,3,0
401999,1,5955,200.0,300.0,4,5,0,0,6,0,Split,12731,502,3,0
401999,1,7101,100.0,300.0,3,5,0,0,7,0,Split,12731,502,3,0
401999,1,8005,0.0,300.0,2,5,0,0,8,0,Split,12731,502,3,0
401999,1,8230,0.0,200.0,2,4,0,0,8,0,Split,12731,502,3,0
401999,1,36768,0.0,200.0,2,3,0,0,37,0,Split,12731,502,3,0
401999,1,40701,0.0,200.0,1,3,0,0,41,0,Split,12731,502,3,0
401999,1,48831,0.0,200.0,0,3,0,0,49,0,Split,12731,502,3,0
402000,2,0,100.0,1600.0,5,5,0,0,0,0,Split,12731,502,3,0
402000,2,42515,100.0,1600.0,4,5,0,0,43,0,Split,12731,502,3,0
402000,2,62266,0.0,1600.0,3,5,0,0,62,0,Split,12731,502,3,0
402000,2,63058,0.0,1600.0,2,5,0,0,63,0,Split,12731,502,3,0
402000,2,64605,0.0,1600.0,1,5,0,0,65,0,Split,12731,502,3,0
402000,2,65441,0.0,1600.0,0,5,0,0,65,0,Split,12731,502,3,0
402001,3,0,2900.0,1600.0,5,5,0,0,0,0,Split,12731,502,3,1
402001,3,52278,2900.0,1280.0,5,4,0,0,52,0,Split,12731,502,3,1
402001,3,60106,2900.0,960.0,5,3,0,0,60,0,Split,12731,502,3,1
402001,3,72146,2900.0,960.0,5,3,0,0,72,0,Split,12731,502,3,1
402001,3,81049,2320.0,960.0,4,3,0,0,0,9,Split,12731,502,3,1
402001,3,84961,1740.0,960.0,3,3,0,0,0,13,Split,12731,502,3,1
402001,3,86888,1740.0,640.0,3,2,0,0,0,15,Split,12731,502,3,1
402001,3,87042,1740.0,320.0,3,1,0,0,0,15,Split,12731,502,3,1
402001,3,88930,1740.0,0.0,3,0,0,0,0,17,Split,12731,502,3,1
402002,4,0,2900.0,2900.0,5,5,0,0,0,0,Split,12731,502,3,0
402002,4,65409,2900.0,2320.0,5,4,0,0,65,0,Split,12731,502,3,0
402002,4,69047,2320.0,2320.0,4,4,0,0,69,0,Split,12731,502,3,0
402002,4,70941,1740.0,2320.0,3,4,0,0,71,0,Split,12731,502,3,0
402002,4,72191,1160.0,2320.0,2,4,0,0,72,0,Split,12731,502,3,0
402002,4,79159,1160.0,1740.0,2,3,0,0,79,0,Split,12731,502,3,0
402002,4,79538,580.0,1740.0,1,3,0,0,80,0,Split,12731,502,3,0
402002,4,80189,580.0,1160.0,1,2,0,0,80,0,Split,12731,502,3,0
402002,4,89505,0.0,1160.0,0,2,0,0,90,0,Split,12731,502,3,0
402003,5,0,800.0,2320.0,5,5,0,0,0,0,Split,12731,502,3,0
402003,5,61137,800.0,1740.0,5,4,0,0,61,0,Split,12731,502,3,0
402003,5,71444,800.0,1740.0,4,4,0,0,71,0,Split,12731,502,3,0
402003,5,79062,480.0,1740.0,3,4,0,0,79,0,Split,12731,502,3,0
402003,5,80189,320.0,1740.0,2,4,0,0,80,0,Split,12731,502,3,0
402003,5,81400,320.0,1740.0,2,3,0,0,81,0,Split,12731,502,3,0
402003,5,84623,160.0,1740.0,1,3,0,0,85,0,Split,12731,502,3,0
402003,5,86332,0.0,1740.0,0,3,0,0,86,0,Split,12731,502,3,0
402004,6,0,2900.0,3320.0,5,5,1,0,0,0,Split,12731,502,3,0
402004,6,11794,2900.0,2740.0,5,4,1,0,12,0,Split,12731,502,3,0
402004,6,12518,2320.0,2740.0,4,4,1,0,13,0,Split,12731,502,3,0
402004,6,19866,1740.0,2740.0,3,4,1,0,20,0,Split,12731,502,3,0
402004,6,21099,1160.0,2740.0,2,4,1,0,21,0,Split,12731,502,3,0
402004,6,21705,580.0,2740.0,1,4,1,0,22,0,Split,12731,502,3,0
