RoundID,RoundNumber,RoundTime,ATK_wealth,DEF_wealth,ATK_alive,DEF_alive,DEF_has_OP,Def_has_Odin,RegularTime,SpikeTime,MapName,MatchID,SeriesID,bestOF,FinalWinner
401673,1,0,500.0,300.0,5,5,0,0,0,0,Haven,12702,502,3,1
401673,1,51683,500.0,200.0,5,4,0,0,52,0,Haven,12702,502,3,1
401673,1,53320,500.0,100.0,5,3,0,0,53,0,Haven,12702,502,3,1
401673,1,56813,400.0,100.0,4,3,0,0,57,0,Haven,12702,502,3,1
401673,1,60397,300.0,100.0,3,3,0,0,60,0,Haven,12702,502,3,1
401673,1,63875,300.0,0.0,3,2,0,0,64,0,Haven,12702,502,3,1
401673,1,73041,200.0,0.0,2,2,0,0,73,0,Haven,12702,502,3,1
401673,1,87536,100.0,0.0,1,2,0,0,88,0,Haven,12702,502,3,1
401673,1,90733,100.0,0.0,1,1,0,0,91,0,Haven,12702,502,3,1
401673,1,96761,100.0,0.0,1,0,0,0,97,0,Haven,12702,502,3,1
401673,1,97267,100.0,0.0,1,0,0,0,97,0,Haven,12702,502,3,1
401674,2,0,1700.0,160.0,5,5,0,0,0,0,Haven,12702,502,3,1
401674,2,27701,1380.0,160.0,4,5,0,0,28,0,Haven,12702,502,3,1
401674,2,28278,1380.0,160.0,4,4,0,0,28,0,Haven,12702,502,3,1
401674,2,28552,1380.0,160.0,4,3,0,0,29,0,Haven,12702,502,3,1
401674,2,30667,1380.0,160.0,4,2,0,0,31,0,Haven,12702,502,3,1
401674,2,31835,1380.0,160.0,4,1,0,0,32,0,Haven,12702,502,3,1
401674,2,36621,1380.0,160.0,4,1,0,0,37,0,Haven,12702,502,3,1
401674,2,58719,1380.0,0.0,4,0,0,0,0,22,Haven,12702,502,3,1
401675,3,0,1700.0,2900.0,5,5,0,0,0,0,Haven,12702,502,3,0
401675,3,22313,1380.0,2900.0,4,5,0,0,22,0,Haven,12702,502,3,0
401675,3,26186,1060.0,2900.0,3,5,0,0,26,0,Haven,12702,502,3,0
401675,3,27071,1060.0,2320.0,3,4,0,0,27,0,Haven,12702,502,3,0
401675,3,32334,1060.0,1740.0,3,3,0,0,32,0,Haven,12702,502,3,0
401675,3,33072,740.0,1740.0,2,3,0,0,33,0,Haven,12702,502,3,0
401675,3,34438,740.0,1740.0,2,3,0,0,34,0,Haven,12702,502,3,0
401675,3,35782,740.0,1160.0,2,2,0,0,0,1,Haven,12702,502,3,0
