RoundID,RoundNumber,RoundTime,ATK_wealth,DEF_wealth,ATK_alive,DEF_alive,DEF_has_OP,Def_has_Odin,Spike_1_beep,Spike_2_beep,MapName,MatchID,SeriesID,bestOF,FinalWinner
401335,1,0,100.0,400.0,5,5,0,0,0,0,Haven,12619,502,3,0
401335,1,53582,100.0,400.0,4,5,0,0,0,0,Haven,12619,502,3,0
401335,1,54657,100.0,300.0,4,4,0,0,0,0,Haven,12619,502,3,0
401335,1,66460,0.0,300.0,3,4,0,0,0,0,Haven,12619,502,3,0
401335,1,71176,0.0,200.0,3,3,0,0,0,0,Haven,12619,502,3,0
401335,1,71994,0.0,200.0,2,3,0,0,0,0,Haven,12619,502,3,0
401335,1,75343,0.0,200.0,1,3,0,0,0,0,Haven,12619,502,3,0
401335,1,80339,0.0,200.0,0,3,0,0,0,0,Haven,12619,502,3,0
401336,2,0,200.0,1600.0,5,5,0,0,0,0,Haven,12619,502,3,1
401336,2,15751,200.0,1600.0,4,5,0,0,0,0,Haven,12619,502,3,1
401336,2,54870,200.0,1280.0,4,4,0,0,0,0,Haven,12619,502,3,1
401336,2,60618,200.0,960.0,4,3,0,0,0,0,Haven,12619,502,3,1
401336,2,63037,200.0,960.0,3,3,0,0,0,0,Haven,12619,502,3,1
401336,2,65677,200.0,640.0,3,2,0,0,0,0,Haven,12619,502,3,1
401336,2,66862,200.0,640.0,2,2,0,0,0,0,Haven,12619,502,3,1
401336,2,72009,200.0,640.0,2,2,0,0,0,0,Haven,12619,502,3,1
401336,2,72059,0.0,640.0,1,2,0,0,1,0,Haven,12619,502,3,1
401336,2,94616,0.0,320.0,1,1,0,0,1,0,Haven,12619,502,3,1
401336,2,113087,0.0,0.0,1,0,0,0,0,1,Haven,12619,502,3,1
401336,2,118003,0.0,0.0,0,0,0,0,0,1,Haven,12619,502,3,1
401337,3,0,2640.0,580.0,5,5,0,0,0,0,Haven,12619,502,3,1
401337,3,2064,2640.0,420.0,5,4,0,0,0,0,Haven,12619,502,3,1
401337,3,65464,2320.0,420.0,4,4,0,0,0,0,Haven,12619,502,3,1
401337,3,84277,2320.0,420.0,4,4,0,0,0,0,Haven,12619,502,3,1
401337,3,103749,1740.0,420.0,3,4,0,0,1,0,Haven,12619,502,3,1
401337,3,111699,1160.0,420.0,2,4,0,0,0,1,Haven,12619,502,3,1
401337,3,111757,1160.0,260.0,2,3,0,0,0,1,Haven,12619,502,3,1
401337,3,118752,580.0,260.0,1,3,0,0,0,1,Haven,12619,502,3,1
401337,3,122319,580.0,100.0,1,2,0,0,0,1,Haven,12619,502,3,1
401337,3,125759,580.0,100.0,1,1,0,0,0,1,Haven,12619,502,3,1
401337,3,129624,580.0,0.0,1,0,0,0,0,1,Haven,12619,502,3,1
401338,4,0,2640.0,2900.0,5,5,0,0,0,0,Haven,12619,502,3,1
401338,4,3555,2640.0,2320.0,5,4,0,0,0,0,Haven,12619,502,3,1
401338,4,4136,2320.0,2320.0,4,4,0,0,0,0,Haven,12619,502,3,1
401338,4,13731,2320.0,1740.0,4,3,0,0,0,0,Haven,12619,502,3,1
401338,4,15948,1740.0,1740.0,3,3,0,0,0,0,Haven,12619,502,3,1
401338,4,16416,1740.0,1160.0,3,2,0,0,0,0,Haven,12619,502,3,1
401338,4,23485,1740.0,1160.0,3,2,0,0,0,0,Haven,12619,502,3,1
401338,4,34036,1740.0,580.0,3,1,0,0,1,0,Haven,12619,502,3,1
401338,4,41922,1740.0,0.0,3,0,0,0,1,0,Haven,12619,502,3,1
401339,5,0,2640.0,1060.0,5,5,0,0,0,0,Haven,12619,502,3,1
401339,5,12590,2640.0,740.0,5,4,0,0,0,0,Haven,12619,502,3,1
401339,5,68923,2640.0,700.0,5,3,0,0,0,0,Haven,12619,502,3,1
401339,5,78863,2640.0,700.0,5,3,0,0,0,0,Haven,12619,502,3,1
401339,5,99498,2320.0,700.0,4,3,0,0,1,0,Haven,12619,502,3,1
401339,5,103297,2320.0,520.0,4,2,0,0,1,0,Haven,12619,502,3,1
401339,5,107130,2320.0,320.0,4,1,0,0,0,1,Haven,12619,502,3,1
401339,5,109500,1740.0,320.0,3,1,0,0,0,1,Haven,12619,502,3,1
401339,5,117454,1740.0,0.0,3,0,0,0,0,1,Haven,12619,502,3,1
401340,6,0,2900.0,3320.0,5,5,1,0,0,0,Haven,12619,502,3,0
401340,6,63082,2900.0,2740.0,5,4,1,0,0,0,Haven,12619,502,3,0
401340,6,74490,2320.0,2740.0,4,4,1,0,0,0,Haven,12619,502,3,0
401340,6,75013,1740.0,2740.0,3,4,1,0,0,0,Haven,12619,502,3,0
