RoundID,RoundNumber,RoundTime,ATK_wealth,DEF_wealth,ATK_alive,DEF_alive,DEF_has_OP,Def_has_Odin,Spike_1_beep,Spike_2_beep,MapName,MatchID,SeriesID,bestOF,FinalWinner
401731,1,0,300.0,300.0,5,5,0,0,0,0,Bind,12703,502,3,0
401731,1,72936,200.0,300.0,4,5,0,0,0,0,Bind,12703,502,3,0
401731,1,75496,100.0,300.0,3,5,0,0,0,0,Bind,12703,502,3,0
401731,1,81185,100.0,200.0,3,4,0,0,0,0,Bind,12703,502,3,0
401731,1,88128,100.0,200.0,2,4,0,0,0,0,Bind,12703,502,3,0
401731,1,89211,0.0,200.0,1,4,0,0,0,0,Bind,12703,502,3,0
401731,1,90672,0.0,200.0,0,4,0,0,0,0,Bind,12703,502,3,0
401732,2,0,0.0,1600.0,5,5,0,0,0,0,Bind,12703,502,3,0
401732,2,17532,0.0,1600.0,4,5,0,0,0,0,Bind,12703,502,3,0
401732,2,17606,0.0,1600.0,3,5,0,0,0,0,Bind,12703,502,3,0
401732,2,20530,0.0,1600.0,2,5,0,0,0,0,Bind,12703,502,3,0
401732,2,27435,0.0,1280.0,2,4,0,0,0,0,Bind,12703,502,3,0
401732,2,39580,0.0,1280.0,1,4,0,0,0,0,Bind,12703,502,3,0
401732,2,52648,0.0,1280.0,0,4,0,0,0,0,Bind,12703,502,3,0
401733,3,0,2900.0,1440.0,5,5,0,0,0,0,Bind,12703,502,3,1
401733,3,7537,2900.0,1120.0,5,4,0,0,0,0,Bind,12703,502,3,1
401733,3,22125,2900.0,800.0,5,3,0,0,0,0,Bind,12703,502,3,1
401733,3,24806,2900.0,800.0,5,3,0,0,0,0,Bind,12703,502,3,1
401733,3,33548,2900.0,480.0,5,2,0,0,0,0,Bind,12703,502,3,1
401733,3,36026,2900.0,320.0,5,1,0,0,0,0,Bind,12703,502,3,1
401733,3,36798,2900.0,0.0,5,0,0,0,0,0,Bind,12703,502,3,1
401734,4,0,2900.0,2900.0,5,5,0,0,0,0,Bind,12703,502,3,0
401734,4,33465,2320.0,2900.0,4,5,0,0,0,0,Bind,12703,502,3,0
401734,4,51941,2320.0,2320.0,4,4,0,0,0,0,Bind,12703,502,3,0
401734,4,54088,1740.0,2320.0,3,4,0,0,0,0,Bind,12703,502,3,0
401734,4,54894,1740.0,1740.0,3,3,0,0,0,0,Bind,12703,502,3,0
401734,4,64804,1740.0,1740.0,3,3,0,0,0,0,Bind,12703,502,3,0
401734,4,69645,1740.0,1160.0,3,2,0,0,0,0,Bind,12703,502,3,0
401734,4,71041,1160.0,1160.0,2,2,0,0,0,0,Bind,12703,502,3,0
401734,4,73233,1160.0,1740.0,2,3,0,0,0,0,Bind,12703,502,3,0
401734,4,75425,580.0,1740.0,1,3,0,0,0,0,Bind,12703,502,3,0
401734,4,81345,580.0,1160.0,1,2,0,0,0,0,Bind,12703,502,3,0
401734,4,87420,580.0,1160.0,1,2,0,0,0,0,Bind,12703,502,3,0
401734,4,88835,0.0,1160.0,0,2,0,0,0,0,Bind,12703,502,3,0
401735,5,0,2900.0,2480.0,5,5,0,0,0,0,Bind,12703,502,3,1
401735,5,19098,2900.0,1900.0,5,4,0,0,0,0,Bind,12703,502,3,1
401735,5,49804,2900.0,1320.0,5,3,0,0,0,0,Bind,12703,502,3,1
401735,5,59953,2900.0,1320.0,5,3,0,0,0,0,Bind,12703,502,3,1
401736,6,0,2900.0,2900.0,5,5,0,0,0,0,Bind,12703,502,3,0
401736,6,71099,2900.0,2320.0,5,4,0,0,0,0,Bind,12703,502,3,0
401736,6,71966,2320.0,2320.0,4,4,0,0,0,0,Bind,12703,502,3,0
401736,6,74910,1740.0,2320.0,3,4,0,0,0,0,Bind,12703,502,3,0
401736,6,79304,1160.0,2320.0,2,4,0,0,0,0,Bind,12703,502,3,0
401736,6,79583,1160.0,1740.0,2,3,0,0,0,0,Bind,12703,502,3,0
401736,6,80402,580.0,1740.0,1,3,0,0,0,0,Bind,12703,502,3,0
401736,6,81048,0.0,1740.0,0,3,0,0,0,0,Bind,12703,502,3,0
401737,7,0,2900.0,2900.0,5,5,0,0,0,0,Bind,12703,502,3,0
401737,7,48073,2320.0,2900.0,4,5,0,0,0,0,Bind,12703,502,3,0
401737,7,50039,2320.0,2320.0,4,4,0,0,0,0,Bind,12703,502,3,0
401737,7,64145,1740.0,2320.0,3,4,0,0,0,0,Bind,12703,502,3,0
401737,7,77036,1160.0,2320.0,2,4,0,0,0,0,Bind,12703,502,3,0
401737,7,79169,1160.0,1740.0,2,3,0,0,0,0,Bind,12703,502,3,0
401737,7,81884,1160.0,1160.0,2,2,0,0,0,0,Bind,12703,502,3,0
401737,7,84251,580.0,1160.0,1,2,0,0,0,0,Bind,12703,502,3,0
401738,8,0,2900.0,2900.0,5,5,0,0,0,0,Bind,12703,502,3,1
401738,8,64017,2320.0,2900.0,4,5,0,0,0,0,Bind,12703,502,3,1
401738,8,65658,2320.0,2320.0,4,4,0,0,0,0,Bind,12703,502,3,1
401738,8,68793,2320.0,1740.0,4,3,0,0,0,0,Bind,12703,502,3,1
401738,8,69126,1740.0,1740.0,3,3,0,0,0,0,Bind,12703,502,3,1
