RoundID,RoundNumber,RoundTime,ATK_wealth,DEF_wealth,ATK_alive,DEF_alive,DEF_has_OP,Def_has_Odin,RegularTime,SpikeTime,MapName,MatchID,SeriesID,bestOF,FinalWinner
401750,1,0,300.0,400.0,5,5,0,0,0,0,Icebox,12728,502,3,1
401750,1,20937,200.0,400.0,4,5,0,0,21,0,Icebox,12728,502,3,1
401750,1,31064,200.0,400.0,4,5,0,0,31,0,Icebox,12728,502,3,1
401750,1,32226,200.0,300.0,4,4,0,0,0,1,Icebox,12728,502,3,1
401750,1,50233,100.0,300.0,3,4,0,0,0,19,Icebox,12728,502,3,1
401750,1,50246,100.0,300.0,3,3,0,0,0,19,Icebox,12728,502,3,1
401750,1,54293,0.0,300.0,2,3,0,0,0,23,Icebox,12728,502,3,1
401750,1,61948,0.0,200.0,2,2,0,0,0,31,Icebox,12728,502,3,1
401750,1,63757,0.0,200.0,1,2,0,0,0,33,Icebox,12728,502,3,1
401750,1,64308,0.0,100.0,1,1,0,0,0,33,Icebox,12728,502,3,1
401750,1,72258,0.0,100.0,0,1,0,0,0,41,Icebox,12728,502,3,1
401750,1,76067,0.0,0.0,0,0,0,0,0,45,Icebox,12728,502,3,1
401751,2,0,1800.0,620.0,5,5,0,0,0,0,Icebox,12728,502,3,0
401751,2,55056,1800.0,520.0,5,4,0,0,55,0,Icebox,12728,502,3,0
401751,2,58486,1480.0,520.0,4,4,0,0,58,0,Icebox,12728,502,3,0
401751,2,66614,1060.0,520.0,3,4,0,0,67,0,Icebox,12728,502,3,0
401751,2,67246,1060.0,520.0,3,3,0,0,67,0,Icebox,12728,502,3,0
401751,2,68282,640.0,520.0,2,3,0,0,68,0,Icebox,12728,502,3,0
401751,2,91687,320.0,520.0,1,3,0,0,92,0,Icebox,12728,502,3,0
401752,3,0,620.0,2260.0,5,5,0,0,0,0,Icebox,12728,502,3,0
401752,3,9185,520.0,2260.0,4,5,0,0,9,0,Icebox,12728,502,3,0
401752,3,19021,520.0,2260.0,3,5,0,0,19,0,Icebox,12728,502,3,0
401752,3,19475,420.0,2260.0,2,5,0,0,19,0,Icebox,12728,502,3,0
401752,3,19659,420.0,2060.0,2,4,0,0,20,0,Icebox,12728,502,3,0
401752,3,19955,420.0,2060.0,1,4,0,0,20,0,Icebox,12728,502,3,0
401752,3,21586,420.0,1480.0,1,3,0,0,22,0,Icebox,12728,502,3,0
401752,3,31363,420.0,900.0,1,2,0,0,31,0,Icebox,12728,502,3,0
401753,4,0,2900.0,3320.0,5,5,1,0,0,0,Icebox,12728,502,3,1
401753,4,7970,2900.0,2740.0,5,4,1,0,8,0,Icebox,12728,502,3,1
401753,4,22203,2900.0,2740.0,5,4,1,0,22,0,Icebox,12728,502,3,1
401753,4,29211,2320.0,2740.0,4,4,1,0,0,7,Icebox,12728,502,3,1
401753,4,50165,2320.0,2160.0,4,3,1,0,0,28,Icebox,12728,502,3,1
401753,4,50765,1740.0,2160.0,3,3,1,0,0,29,Icebox,12728,502,3,1
401753,4,51696,1740.0,1160.0,3,2,0,0,0,29,Icebox,12728,502,3,1
401753,4,51809,1740.0,580.0,3,1,0,0,0,30,Icebox,12728,502,3,1
401753,4,54155,1740.0,0.0,3,0,0,0,0,32,Icebox,12728,502,3,1
401754,5,0,2900.0,2120.0,5,5,0,0,0,0,Icebox,12728,502,3,0
401754,5,38509,2320.0,2120.0,4,5,0,0,39,0,Icebox,12728,502,3,0
401754,5,42484,1740.0,2120.0,3,5,0,0,42,0,Icebox,12728,502,3,0
401754,5,45715,1740.0,1540.0,3,4,0,0,46,0,Icebox,12728,502,3,0
401754,5,50164,1740.0,1320.0,3,3,0,0,50,0,Icebox,12728,502,3,0
401754,5,55000,1160.0,1320.0,2,3,0,0,55,0,Icebox,12728,502,3,0
