RoundID,RoundNumber,RoundTime,ATK_wealth,DEF_wealth,ATK_alive,DEF_alive,DEF_has_OP,Def_has_Odin,Spike_1_beep,Spike_2_beep,MapName,MatchID,SeriesID,bestOF,FinalWinner
402122,1,0,300.0,400.0,5,5,0,0,0,0,Haven,12745,502,3,0
402122,1,61795,300.0,400.0,4,5,0,0,0,0,Haven,12745,502,3,0
402122,1,80834,200.0,400.0,3,5,0,0,0,0,Haven,12745,502,3,0
402122,1,81162,200.0,300.0,3,4,0,0,0,0,Haven,12745,502,3,0
402122,1,82733,200.0,200.0,3,3,0,0,0,0,Haven,12745,502,3,0
402122,1,83019,100.0,200.0,2,3,0,0,0,0,Haven,12745,502,3,0
402122,1,91033,100.0,200.0,2,3,0,0,0,0,Haven,12745,502,3,0
402122,1,93117,100.0,200.0,1,3,0,0,1,0,Haven,12745,502,3,0
402122,1,96359,100.0,200.0,1,2,0,0,1,0,Haven,12745,502,3,0
402122,1,96800,0.0,200.0,0,2,0,0,1,0,Haven,12745,502,3,0
402122,1,111259,0.0,200.0,0,2,0,0,1,0,Haven,12745,502,3,0
402123,2,0,1340.0,1600.0,5,5,0,0,0,0,Haven,12745,502,3,1
402123,2,60648,1340.0,1280.0,5,4,0,0,0,0,Haven,12745,502,3,1
402123,2,62169,1120.0,1280.0,4,4,0,0,0,0,Haven,12745,502,3,1
402123,2,62415,800.0,1280.0,3,4,0,0,0,0,Haven,12745,502,3,1
402123,2,63345,800.0,960.0,3,3,0,0,0,0,Haven,12745,502,3,1
402123,2,64868,800.0,640.0,3,2,0,0,0,0,Haven,12745,502,3,1
402123,2,71381,800.0,640.0,3,2,0,0,0,0,Haven,12745,502,3,1
402123,2,79450,480.0,640.0,2,2,0,0,1,0,Haven,12745,502,3,1
402123,2,80370,480.0,320.0,2,1,0,0,1,0,Haven,12745,502,3,1
402123,2,82907,160.0,320.0,1,1,0,0,1,0,Haven,12745,502,3,1
402123,2,96772,160.0,0.0,1,0,0,0,0,1,Haven,12745,502,3,1
402124,3,0,2060.0,560.0,5,5,0,0,0,0,Haven,12745,502,3,1
402124,3,32129,2060.0,400.0,5,4,0,0,0,0,Haven,12745,502,3,1
402124,3,39060,1640.0,400.0,4,4,0,0,0,0,Haven,12745,502,3,1
402124,3,51809,1640.0,400.0,4,4,0,0,0,0,Haven,12745,502,3,1
402124,3,52908,1640.0,360.0,4,3,0,0,1,0,Haven,12745,502,3,1
402124,3,69122,1640.0,200.0,4,2,0,0,1,0,Haven,12745,502,3,1
402124,3,72636,1640.0,200.0,4,1,0,0,1,0,Haven,12745,502,3,1
402124,3,72844,1060.0,200.0,3,1,0,0,1,0,Haven,12745,502,3,1
402124,3,76827,740.0,200.0,2,1,0,0,0,1,Haven,12745,502,3,1
402124,3,97394,740.0,0.0,2,0,0,0,0,1,Haven,12745,502,3,1
402125,4,0,2740.0,2900.0,5,5,0,0,0,0,Haven,12745,502,3,0
402125,4,13808,2160.0,2900.0,4,5,0,0,0,0,Haven,12745,502,3,0
402125,4,14723,1740.0,2900.0,3,5,0,0,0,0,Haven,12745,502,3,0
402125,4,14878,1740.0,2320.0,3,4,0,0,0,0,Haven,12745,502,3,0
402125,4,18889,1740.0,1740.0,3,3,0,0,0,0,Haven,12745,502,3,0
402125,4,43563,1740.0,2320.0,3,4,0,0,0,0,Haven,12745,502,3,0
402125,4,68237,1740.0,2320.0,3,4,0,0,0,0,Haven,12745,502,3,0
402125,4,95466,1740.0,1740.0,3,3,0,0,0,1,Haven,12745,502,3,0
402125,4,95620,1160.0,1740.0,2,3,0,0,0,1,Haven,12745,502,3,0
402125,4,97829,1160.0,1160.0,2,2,0,0,0,1,Haven,12745,502,3,0
402125,4,98053,580.0,1160.0,1,2,0,0,0,1,Haven,12745,502,3,0
402125,4,99802,0.0,1160.0,0,2,0,0,0,1,Haven,12745,502,3,0
402125,4,108270,0.0,1160.0,0,2,0,0,0,1,Haven,12745,502,3,0
402126,5,0,1280.0,2380.0,5,5,0,0,0,0,Haven,12745,502,3,0
402126,5,6969,1120.0,2380.0,4,5,0,0,0,0,Haven,12745,502,3,0
402126,5,41877,1120.0,1800.0,4,4,0,0,0,0,Haven,12745,502,3,0
402126,5,58552,800.0,1800.0,3,4,0,0,0,0,Haven,12745,502,3,0
402126,5,79611,580.0,1800.0,2,4,0,0,0,0,Haven,12745,502,3,0
402126,5,88321,420.0,1800.0,1,4,0,0,0,0,Haven,12745,502,3,0
402126,5,106316,420.0,1480.0,1,3,0,0,0,0,Haven,12745,502,3,0
402127,6,0,2740.0,2900.0,5,5,0,0,0,0,Haven,12745,502,3,1
402127,6,9866,2740.0,2320.0,5,4,0,0,0,0,Haven,12745,502,3,1
402127,6,63247,2740.0,2320.0,5,4,0,0,0,0,Haven,12745,502,3,1
402127,6,77315,2740.0,1740.0,5,3,0,0,1,0,Haven,12745,502,3,1
402127,6,101699,2320.0,1740.0,4,3,0,0,0,1,Haven,12745,502,3,1
402127,6,107282,2320.0,1160.0,4,2,0,0,0,1,Haven,12745,502,3,1
402128,7,0,2900.0,3060.0,5,5,1,0,0,0,Haven,12745,502,3,0
402128,7,20544,2320.0,3060.0,4,5,1,0,0,0,Haven,12745,502,3,0
402128,7,24773,1740.0,3060.0,3,5,1,0,0,0,Haven,12745,502,3,0
402128,7,41509,1160.0,3060.0,2,5,1,0,0,0,Haven,12745,502,3,0
